platform,brand,type,followers_count,hashtag_count,mention_count,caption_len_words,caption_len_chars,sentiment_polarity,sentiment_subjectivity,post_hour,post_dayofweek,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,caption,high_engagement_label,split,engagement_score
tiktok,lovekellyfelder,Video,87282,0,0,6,43,-0.2,0.6,10,0,0,0.4999999999999999,-0.8660254037844386,0.0,1.0,"Everyday elegance ✨ 
Kelly Felder Melbourne",1,test,0.6065466
instagram,lovekellyfelder,Sidecar,87282,3,0,25,172,0.0,0.0,11,4,0,0.258819045102521,-0.9659258262890684,-0.433883739117558,-0.900968867902419,"Aria Linen Collection By Eighty%✨
.
.

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala

#EightyPercent #AriaLinenCollection #SustainableStyle",1,train,0.9749316
instagram,lovekellyfelder,Video,87282,1,0,20,133,0.5875,0.25,4,2,0,0.8660254037844385,0.5000000000000001,0.9749279121818238,-0.2225209339563143,"It all comes together tomorrow. ✨
Where coffee meets fashion… 
 Guess the location & win vouchers worth Rs. 50,000!

#lovekellyfelder",1,test,0.9023694
tiktok,lovekellyfelder,Sidecar,87282,3,0,29,194,0.0,0.0,14,2,0,-0.4999999999999997,-0.8660254037844387,0.9749279121818238,-0.2225209339563143,"Kelly Felder Élité - Luxury Footwear in Balance✨

In Stores Now: Nugegoda | Colombo City Centre : Level 2 | Wattala 
HOTLINE | 0717255255
WHATSAPP |‪+94774226227‬

#kellyfelder #luxury #footwear",0,train,0.03436781
facebook,lovekellyfelder,Video,87282,1,0,9,63,0.0,0.0,8,2,0,0.8660254037844387,-0.4999999999999997,0.9749279121818238,-0.2225209339563143,See you this Saturday at the Coffee Club #kellyfeldercoffeeclub,1,train,0.6433934
facebook,lovekellyfelder,Video,87282,1,0,8,62,0.1704545454545454,0.4545454545454545,10,3,0,0.4999999999999999,-0.8660254037844386,0.4338837391175582,-0.900968867902419,"New Arrivals - Kelly Felder Jeans Collection!

#theoriginalfit",0,train,0.15957452
instagram,lovekellyfelder,Image,87282,0,0,47,288,-0.5625,0.6875,9,0,0,0.7071067811865477,-0.7071067811865475,0.0,1.0,"To every family affected by these devastating floods and landslides, we stand beside you with compassion and strength. 

Yet even in sorrow, we witness the unwavering unity of our nation, people reaching out, helping, and holding each other.

We will rebuild, hand in hand, as one nation.",0,train,0.13500205
facebook,lovekellyfelder,Sidecar,87282,4,0,27,170,0.0,0.0,8,5,1,0.8660254037844387,-0.4999999999999997,-0.9749279121818236,-0.2225209339563146,"Redvers Buller -  Premium Menswear✨

In stores now : Kelly Felder Col 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala
#Premium #Exclusive #RedversBuller #menswear",1,train,0.9946255
instagram,lovekellyfelder,Video,87282,1,0,17,132,0.4,0.5,17,5,1,-0.9659258262890684,-0.2588190451025207,-0.9749279121818236,-0.2225209339563146,"Coffee, fashion, and unforgettable 
moments ☕✨
 
Here’s a look back at our Coffee Meets 
Fashion experience.

#kellyfeldercoffeeclub",0,test,0.036062323
facebook,lovekellyfelder,Sidecar,87282,4,0,34,240,0.0,0.0,7,2,0,0.9659258262890684,-0.2588190451025207,0.9749279121818238,-0.2225209339563143,"The Midnight Couture ✨

Ophelia Front-Slit Maxi Dress
25314100 

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",0,train,0.031213297
tiktok,lovekellyfelder,Video,87282,1,0,20,127,0.4371212121212122,0.3181818181818182,9,1,0,0.7071067811865477,-0.7071067811865475,0.7818314824680299,0.6234898018587335,"A new experience is unfolding - Where coffee meets fashion… 
 Guess the location & win vouchers worth Rs. 50,000! 
#KellyFelder",1,train,0.88069284
facebook,lovekellyfelder,Sidecar,87282,4,0,28,204,-0.5000000000000001,0.8666666666666667,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,"The Casual Aura 

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderbasics",1,train,0.90096706
instagram,lovekellyfelder,Sidecar,87282,4,0,33,231,0.0,0.0,8,0,0,0.8660254037844387,-0.4999999999999997,0.0,1.0,"The Boardroom Edit - Premium Workwear Collection

In Stores Now : Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,test,0.20561382
tiktok,lovekellyfelder,Sidecar,87282,1,0,4,38,0.0,0.0,9,2,0,0.7071067811865477,-0.7071067811865475,0.9749279121818238,-0.2225209339563143,"Kelly Felder Angels 

#lovekellyfelder",1,train,0.96240085
tiktok,lovekellyfelder,Sidecar,87282,0,0,13,72,0.0,0.0,7,3,0,0.9659258262890684,-0.2588190451025207,0.4338837391175582,-0.900968867902419,"From the runway to your coffee cup, join us where coffee meets fashion.✨",0,test,0.18487331
facebook,lovekellyfelder,Sidecar,87282,3,0,17,131,0.0,0.0,14,4,0,-0.4999999999999997,-0.8660254037844387,-0.433883739117558,-0.900968867902419,"Presenting the Holiday Wishlist with Kelly Felder ✨
Curated looks for every festive moment

#luxury #kellyfelder #festivecollection",1,train,0.96475476
tiktok,lovekellyfelder,Sidecar,87282,0,0,8,51,0.6,1.0,2,3,0,0.4999999999999999,0.8660254037844386,0.4338837391175582,-0.900968867902419,"Nocturne: The Nightfall
Designed to own the night. ",0,train,0.1410039
facebook,lovekellyfelder,Sidecar,87282,2,0,5,39,0.0,0.0,4,2,0,0.8660254037844385,0.5000000000000001,0.9749279121818238,-0.2225209339563143,"Sealed in style.

#Nocturn #kellyfelder",0,train,0.070013046
facebook,lovekellyfelder,Sidecar,87282,4,0,29,199,0.0,0.0,10,2,0,0.4999999999999999,-0.8660254037844386,0.9749279121818238,-0.2225209339563143,"The Midnight Couture ✨

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",0,train,0.045165543
instagram,lovekellyfelder,Sidecar,87282,4,0,37,262,0.8,1.0,7,1,0,0.9659258262890684,-0.2588190451025207,0.7818314824680299,0.6234898018587335,"Midnight Couture - Refined glamour and luxurious textures for unforgettable nights. ✨

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #Eveningwear #luxurylifestyle",1,train,0.9348862
tiktok,lovekellyfelder,Sidecar,87282,4,0,32,224,0.3875,0.575,4,4,0,0.8660254037844385,0.5000000000000001,-0.433883739117558,-0.900968867902419,"Kelly Felder Jeans - The Original Fit

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderjeans",1,train,0.9584183
facebook,lovekellyfelder,Sidecar,87282,3,0,17,131,0.0,0.0,14,4,0,-0.4999999999999997,-0.8660254037844387,-0.433883739117558,-0.900968867902419,"Presenting the Holiday Wishlist with Kelly Felder ✨
Curated looks for every festive moment

#luxury #kellyfelder #festivecollection",1,test,0.96475476
instagram,lovekellyfelder,Video,87282,2,0,15,94,-0.0777777777777777,0.1444444444444445,7,6,1,0.9659258262890684,-0.2588190451025207,-0.78183148246803,0.6234898018587333,"Brushes  down, glasses up and yes, the next one’s already on the way 
#WingsAndWine #2Ontheway",0,train,0.068615176
instagram,lovekellyfelder,Sidecar,87282,4,0,27,168,0.0,0.0,12,2,0,1.2246467991473532e-16,-1.0,0.9749279121818238,-0.2225209339563143,"Premium Polo - Legacy Collection✨

In stores now : Kelly Felder Col 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala
#Premium #Exclusive #RedversBuller #menswear",1,test,0.9253876
facebook,lovekellyfelder,Sidecar,87282,4,0,37,271,0.0,0.0,5,5,1,0.9659258262890684,0.2588190451025208,-0.9749279121818236,-0.2225209339563146,"The Work Wear Edit - Premium Work Wear Collection!
Official Website: www.kellyfelder.com

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,train,0.011354881
tiktok,lovekellyfelder,Sidecar,87282,4,0,29,217,0.0,0.0,3,1,0,0.7071067811865476,0.7071067811865477,0.7818314824680299,0.6234898018587335,"In Monochrome 
Shop Now : www.kellyfelder.com

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,test,0.17309113
instagram,lovekellyfelder,Sidecar,87282,0,0,44,233,0.30375,0.53,11,1,0,0.258819045102521,-0.9659258262890684,0.7818314824680299,0.6234898018587335,"Excited to have you join us! ☕✨
Round 2 of the Coffee Club is brewing at Wattala… 
and you’re invited!

Plus, enjoy an exclusive 30% OFF during the event! 

Register at the link in bio ☕✨

Let the second cup be just as unforgettable.",1,test,0.96989137
instagram,lovekellyfelder,Image,87282,1,0,16,110,0.7,0.8,4,4,0,0.8660254037844385,0.5000000000000001,-0.433883739117558,-0.900968867902419,"Sending strength to everyone across the Island.
Check on your loved ones and stay protected.
#StaySafeSriLanka",1,test,0.9595067
instagram,lovekellyfelder,Sidecar,87282,1,0,9,51,0.0,0.0,10,0,0,0.4999999999999999,-0.8660254037844386,0.0,1.0,"Not just a look - An Angel’s Aura 
#lovekellyfelder",1,train,0.8753189
facebook,lovekellyfelder,Video,87282,0,0,16,74,0.0,0.0,14,0,0,-0.4999999999999997,-0.8660254037844387,0.0,1.0,"Paint, sip, and sparkle with us on Nov 2nd! Link in bio to save your spot!",0,train,0.049100935
instagram,lovekellyfelder,Sidecar,87282,1,0,4,38,0.0,0.0,9,2,0,0.7071067811865477,-0.7071067811865475,0.9749279121818238,-0.2225209339563143,"Kelly Felder Angels 

#lovekellyfelder",1,test,0.9639262
instagram,lovekellyfelder,Sidecar,87282,4,0,31,217,0.3,0.75,5,1,0,0.9659258262890684,0.2588190451025208,0.7818314824680299,0.6234898018587335,"The Calm Edit - Ease in Every Thread 

In-Stores Now: Colombo 03 | Nugegoda | Colombo City
Centre: Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",1,train,0.95596224
instagram,lovekellyfelder,Sidecar,87282,1,0,38,247,0.125,0.6125,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,"Floréal Grace
A soft floral edit for everyday romance light fabrics, gentle prints, and flowing silhouettes.✨

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder",1,test,0.8328837
tiktok,lovekellyfelder,Sidecar,87282,2,0,11,76,0.1,0.35,5,6,1,0.9659258262890684,0.2588190451025208,-0.78183148246803,0.6234898018587333,"A morning of soft laughter, art, and angel energy 

#WingsAndWine #AngelClub",1,test,0.86544585
instagram,lovekellyfelder,Video,87282,1,0,18,116,0.2,0.4,13,5,1,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"Workday, in form. 
| Executive Edit WW Blazer
| Structured Straight Trousers
| Pier Sling Shoulder Bag

#kellyfelder",0,test,0.07474727
facebook,lovekellyfelder,Sidecar,87282,1,0,6,40,0.0,0.0,8,2,0,0.8660254037844387,-0.4999999999999997,0.9749279121818238,-0.2225209339563143,"Nocturne - The NIGHTFALL ✨

#kellyfelder",1,test,0.8599941
tiktok,lovekellyfelder,Sidecar,87282,0,0,9,49,0.0,0.0,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,The outfit inspo you need for the festive season✨,1,train,0.83006126
instagram,lovekellyfelder,Video,87282,2,0,12,88,0.0,0.0,9,2,0,0.7071067811865477,-0.7071067811865475,0.9749279121818238,-0.2225209339563143,"When the runway meets the roast… Tomorrow reveals it all.

#ThisOctober #lovekellyfelder",1,train,0.93616116
facebook,lovekellyfelder,Sidecar,87282,3,0,27,201,0.0,0.0,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,"Aura Collection By Eighty%✨

In Stores Now: Colombo 03 | Nugegoda | Colombo City Centre, Level 02 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#EightyPercent #AuraCollection #SustainableStyle",0,train,0.10058779
tiktok,lovekellyfelder,Image,87282,0,3,72,437,0.6263888888888889,0.638888888888889,7,4,0,0.9659258262890684,-0.2588190451025207,-0.433883739117558,-0.900968867902419,"✨ GIVEAWAY ALERT – WIN Rs. 200,000 THIS CHRISTMAS! ✨
 Your KELLY FELDER x REDVERSE BULLER Christmas just got magical! 

We’re gifting lucky winners Rs. 200,000 worth of shopping vouchers to celebrate the most wonderful time of the year! ️

How to Enter:
1️⃣ Follow @redversbulleruk 
2️⃣ Tag your Friends (5)
3️⃣ Share this post on your story & mention us (@lovekellyfelder @redversbulleruk )✨

Elevate your Christmas style with KF x RB.✨",1,train,0.99434423
tiktok,lovekellyfelder,Sidecar,87282,4,0,37,271,0.0,0.0,5,5,1,0.9659258262890684,0.2588190451025208,-0.9749279121818236,-0.2225209339563146,"The Work Wear Edit - Premium Work Wear Collection!
Official Website: www.kellyfelder.com

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,train,0.010301584
facebook,lovekellyfelder,Video,87282,2,0,8,61,0.0,0.0,10,3,0,0.4999999999999999,-0.8660254037844386,0.4338837391175582,-0.900968867902419,"The CEO Collection in motion ✨

#kellyfelder #luxurylifestyle",0,train,0.004327241
instagram,lovekellyfelder,Sidecar,87282,4,0,32,224,0.0,0.0,5,0,0,0.9659258262890684,0.2588190451025208,0.0,1.0,"Nocturne - The Prelude ✨
Before the Night Begins!

In-Stores Now: Colombo 03 | Nugegoda | Colombo City
Centre: Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #Eveningwear #luxurylifestyle",1,train,0.9335735
tiktok,lovekellyfelder,Video,87282,1,0,3,42,0.0,0.0,10,2,0,0.4999999999999999,-0.8660254037844386,0.9749279121818238,-0.2225209339563143,Brewing connections #kellyfeldercoffeeclub,0,train,0.1493671
instagram,lovekellyfelder,Sidecar,87282,0,0,22,136,0.3571428571428572,0.5714285714285714,12,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.900968867902419,"Walk Into Christmas, Walk Into Kelly Felder ✨

Sip, shop, and celebrate the season with festive ambiance and special surprises in store.",1,test,0.9787056
facebook,lovekellyfelder,Sidecar,87282,4,0,37,272,0.0,0.0,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,"The Work Wear Edit - Premium Work Wear Collection!
Official Website: www.kellyfelder.com

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #luxurylifestyles",0,test,0.012493129
instagram,lovekellyfelder,Sidecar,87282,1,0,6,40,0.0,0.0,8,2,0,0.8660254037844387,-0.4999999999999997,0.9749279121818238,-0.2225209339563143,"Nocturne - The NIGHTFALL ✨

#kellyfelder",1,test,0.8028412
tiktok,lovekellyfelder,Video,87282,2,0,50,311,0.1041666666666667,0.0999999999999999,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,"Project HOPE: Phase 02 with Sri Lanka Red Cross 

Moments from Project Hope, Phase 02, as Kelly Felder delivered our second consecutive clothing donation to the Sri Lanka Red Cross in aid of the flood affected families.

For the community, with love! Hope stitched into every piece. ✨

#projecthope
#kellyfelder",0,train,0.026379475
tiktok,lovekellyfelder,Video,87282,0,0,82,485,0.15,0.7142857142857143,13,1,0,-0.2588190451025208,-0.9659258262890684,0.7818314824680299,0.6234898018587335,"Thank you for giving HOPE

What began as a simple call for help turned into a wave of compassion.

Project Hope, Phase 01 in Gampaha came to life because of you, our Kelly Felder Loyalty customers, with your generosity lighting the way for families who needed it most.

Note: To uphold the privacy of the families assisted, images from the distribution will not be shared. This communication serves only to acknowledge your contribution and let you see how far your kindness travelled.",1,test,0.92580837
facebook,lovekellyfelder,Sidecar,87282,1,0,7,47,0.0,0.0,7,1,0,0.9659258262890684,-0.2588190451025207,0.7818314824680299,0.6234898018587335,"Christmas Wings & Wine -Wrapped ✨

#kellyfelder",1,train,0.47425708
facebook,lovekellyfelder,Video,87282,1,0,18,116,0.2,0.4,13,5,1,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"Workday, in form. 
| Executive Edit WW Blazer
| Structured Straight Trousers
| Pier Sling Shoulder Bag

#kellyfelder",0,train,0.06993784
facebook,lovekellyfelder,Sidecar,87282,3,0,13,115,0.0,0.0,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,"Nocturne: L’Heure Noire✨
Elegance designed for the night’s finest moments.

#kellyfelder #luxurylifestyle #nocturne",0,train,0.063126095
facebook,lovekellyfelder,Sidecar,87282,4,0,19,147,0.5121212121212121,0.7000000000000001,6,1,0,1.0,6.123233995736766e-17,0.7818314824680299,0.6234898018587335,"Nocturne: L’Heure Noire✨
Exquisite occasion wear, now live.
Secure yours via the link in bio.

#kellyfelder #luxurylifestyle #nocturne #eveningwear",1,train,0.97989047
instagram,lovekellyfelder,Video,87282,1,0,8,53,0.0,0.0,14,1,0,-0.4999999999999997,-0.8660254037844387,0.7818314824680299,0.6234898018587335,"Bags & heels that match? Say less♥️

#lovekellyfelder",1,train,0.82194805
tiktok,lovekellyfelder,Video,87282,2,0,5,48,0.0,0.0,11,0,0,0.258819045102521,-0.9659258262890684,0.0,1.0,"Always this one 

#kellyfelder #kfangellifestyle",0,train,0.045963302
facebook,lovekellyfelder,Sidecar,87282,1,0,7,47,0.0,0.0,7,1,0,0.9659258262890684,-0.2588190451025207,0.7818314824680299,0.6234898018587335,"Christmas Wings & Wine -Wrapped ✨

#kellyfelder",1,test,0.47425708
tiktok,lovekellyfelder,Video,87282,3,0,13,80,0.0,0.0,13,5,1,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"Another chapter in the Kelly Felder story - the 4th!

#throwback #kellyfelder #4",1,train,0.9366421
tiktok,lovekellyfelder,Video,87282,0,0,17,76,0.0,0.0,10,0,0,0.4999999999999999,-0.8660254037844386,0.0,1.0,Wings & Wine returns for the third time. Want to join? Tap the link in bio ✨,0,train,0.029476482
instagram,lovekellyfelder,Sidecar,87282,3,0,10,79,0.4375,0.575,12,3,0,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,"Kelly Felder Jeans - The Original Fit!

#kellyfelderjeans #premuim #originalfit",1,train,0.85142076
facebook,lovekellyfelder,Image,87282,1,0,7,54,0.0,0.0,8,3,0,0.8660254037844387,-0.4999999999999997,0.4338837391175582,-0.900968867902419,"What’s on your list? Comment below

#12daysofchristmas",0,test,0.2159787
instagram,lovekellyfelder,Sidecar,87282,4,0,29,209,0.0,0.0,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,"The Athleisure Collection ✨

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",1,test,0.8479866
instagram,lovekellyfelder,Video,87282,3,0,9,73,0.25,0.3333333333333333,3,3,0,0.7071067811865476,0.7071067811865477,0.4338837391175582,-0.900968867902419,"Your first step into the night

#kellyfelder #luxurylifestyle #luxurywear",0,train,0.036828745
instagram,lovekellyfelder,Sidecar,87282,3,0,13,97,0.0,0.0,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,"Nocturne - The NIGHTFALL ✨
Where elegance deepens after dusk.

#kellyfelder #luxurywear #nocturne",0,train,0.08676568
instagram,lovekellyfelder,Video,87282,1,0,20,127,0.4371212121212122,0.3181818181818182,9,1,0,0.7071067811865477,-0.7071067811865475,0.7818314824680299,0.6234898018587335,"A new experience is unfolding - Where coffee meets fashion… 
 Guess the location & win vouchers worth Rs. 50,000! 
#KellyFelder",1,train,0.8943921
instagram,lovekellyfelder,Sidecar,87282,0,0,9,49,0.0,0.0,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,The outfit inspo you need for the festive season✨,1,test,0.82141817
facebook,lovekellyfelder,Sidecar,87282,4,0,32,224,0.3875,0.575,14,3,0,-0.4999999999999997,-0.8660254037844387,0.4338837391175582,-0.900968867902419,"Kelly Felder Jeans - The Original Fit

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderjeans",0,test,0.45413357
tiktok,lovekellyfelder,Sidecar,87282,4,0,29,206,0.0,0.125,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,"Kelly Felder Basic Drop✨

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,train,0.1542338
instagram,lovekellyfelder,Sidecar,87282,4,0,33,233,0.0,0.0,7,2,0,0.9659258262890684,-0.2588190451025207,0.9749279121818238,-0.2225209339563143,"Workday Essentials 
Designed for the year ahead !

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,test,0.024865465
tiktok,lovekellyfelder,Video,87282,3,0,27,186,0.0,0.0,7,1,0,0.9659258262890684,-0.2588190451025207,0.7818314824680299,0.6234898018587335,"Discover finest menswear in Sri Lanka. Step into Redvers Buller at Colombo City Centre or any Kelly Felder store. or shop anytime at redversbuller.com.

#redversbuller #premuim #menswear",1,train,0.97899914
instagram,lovekellyfelder,Video,87282,0,0,17,76,0.0,0.0,10,0,0,0.4999999999999999,-0.8660254037844386,0.0,1.0,Wings & Wine returns for the third time. Want to join? Tap the link in bio ✨,0,train,0.029978408
tiktok,lovekellyfelder,Sidecar,87282,1,0,5,39,0.0,0.0,13,1,0,-0.2588190451025208,-0.9659258262890684,0.7818314824680299,0.6234898018587335,Kelly Felder Angels ✨ #kfangellifestyle,1,train,0.9899879
tiktok,lovekellyfelder,Sidecar,87282,3,0,13,97,0.0,0.0,5,2,0,0.9659258262890684,0.2588190451025208,0.9749279121818238,-0.2225209339563143,"Nocturne - The NIGHTFALL ✨
Where elegance deepens after dusk.

#kellyfelder #luxurywear #nocturne",0,test,0.10042883
instagram,lovekellyfelder,Video,87282,2,0,12,91,0.0,0.0,10,2,0,0.4999999999999999,-0.8660254037844386,0.9749279121818238,-0.2225209339563143,"Nocturne – The Prelude.
Designed for the moments after dusk✨

#kellyfelder #luxurylifestyle",0,test,0.04673097
facebook,lovekellyfelder,Video,87282,0,0,7,42,0.0,0.0,10,4,0,0.4999999999999999,-0.8660254037844386,-0.433883739117558,-0.900968867902419,"Office wear with an upgrade ✨

 Melbourne ",1,train,0.80541104
tiktok,lovekellyfelder,Sidecar,87282,4,0,32,224,0.3875,0.575,11,4,0,0.258819045102521,-0.9659258262890684,-0.433883739117558,-0.900968867902419,"Kelly Felder Jeans - The Original Fit

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#Premium #KFAngelLifeStyle #LuxuryLifestyle #kellyfelderjeans",1,train,0.94235873
facebook,lovekellyfelder,Video,87282,2,0,50,311,0.1041666666666667,0.0999999999999999,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,"Project HOPE: Phase 02 with Sri Lanka Red Cross 

Moments from Project Hope, Phase 02, as Kelly Felder delivered our second consecutive clothing donation to the Sri Lanka Red Cross in aid of the flood affected families.

For the community, with love! Hope stitched into every piece. ✨

#projecthope
#kellyfelder",0,train,0.028084015
instagram,lovekellyfelder,Sidecar,87282,4,0,28,201,0.0,0.0,10,2,0,0.4999999999999999,-0.8660254037844386,0.9749279121818238,-0.2225209339563143,"The Boardroom Edit

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,train,0.0071217963
instagram,lovekellyfelder,Video,87282,1,0,4,34,0.2571428571428572,0.625,11,2,0,0.258819045102521,-0.9659258262890684,0.9749279121818238,-0.2225209339563143,"Pure calm energy 
#lovekellyfelder",1,train,0.94449574
tiktok,lovekellyfelder,Sidecar,87282,4,0,31,240,0.1,0.35,13,4,0,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.900968867902419,"The Stripe Edit - Soft Lines Ahead

Shop Online: www.kellyfelder.com

In-Stores Now: Colombo 03 | Nugegoda | Colombo City
Centre: Level 2

HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,train,0.01834757
facebook,lovekellyfelder,Sidecar,87282,3,0,12,89,0.0,0.0,13,2,0,-0.2588190451025208,-0.9659258262890684,0.9749279121818238,-0.2225209339563143,"Nocturne - The Prelude ✨
Before the Night Begins!

#kellyfelder #luxurylifestyle #premium",0,train,0.11284388
tiktok,lovekellyfelder,Sidecar,87282,4,0,28,201,0.0,0.0,4,0,0,0.8660254037844385,0.5000000000000001,0.0,1.0,"The Boardroom Edit

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,train,0.06658682
instagram,lovekellyfelder,Sidecar,87282,4,0,33,233,0.0,0.0,11,2,0,0.258819045102521,-0.9659258262890684,0.9749279121818238,-0.2225209339563143,"Workday Essentials 
Designed for the year ahead !

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala

HOTLINE | 0717255255
WHATSAPP |+94774226227

#kellyfelder #Premium #KFAngelLifeStyle #LuxuryLifestyle",0,test,0.030306766
facebook,lovekellyfelder,Video,87282,0,0,5,26,0.0,0.0,4,6,1,0.8660254037844385,0.5000000000000001,-0.78183148246803,0.6234898018587333,Every detail tells a story,1,test,0.71655256
instagram,lovekellyfelder,Video,87282,0,0,82,485,0.15,0.7142857142857143,13,1,0,-0.2588190451025208,-0.9659258262890684,0.7818314824680299,0.6234898018587335,"Thank you for giving HOPE

What began as a simple call for help turned into a wave of compassion.

Project Hope, Phase 01 in Gampaha came to life because of you, our Kelly Felder Loyalty customers, with your generosity lighting the way for families who needed it most.

Note: To uphold the privacy of the families assisted, images from the distribution will not be shared. This communication serves only to acknowledge your contribution and let you see how far your kindness travelled.",1,train,0.9411665
